molecule,structure,grid,iso_au,shell_points,VS_min_au,VS_max_au,VS_min_kJ,VS_max_kJ,esp_range_used_au,esp_range_mode,colormap,color_scale,opacity,resolution_px,renderer,ambient_occlusion,backgrounds,views
brombenzol,brombenzol_aro_opti.mol,251x251x251,0.001,38008,-0.01882,0.03154,-49.4,82.8,0.0350,auto,rainbow,RGB,0.5,1600x1061,TachyonInternal,off,white,pi:transparency;edge:transparency;sigma:transparency
# each molecule on its own scale; a comparable set needs --esp-range 0.0350
